"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2020-09-21","5 Recreational","OTHER RECREATION",4
"2020-09-21","5 Recreational","RECREATIONAL FITNESS",1
"2020-09-22","1 Congregate Care","HOSPITAL",1
"2020-09-22","1 Congregate Care","LONG-TERM CARE HOME",9
"2020-09-22","1 Congregate Care","RETIREMENT HOME",4
"2020-09-22","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-09-22","2 Congregate Living","SHELTER",1
"2020-09-22","3 Education","CHILD CARE",2
"2020-09-22","3 Education","SCHOOL - ELEMENTARY",5
"2020-09-22","3 Education","SCHOOL - SECONDARY",3
"2020-09-22","4 Workplace","RETAIL",2
"2020-09-22","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-09-22","4 Workplace","WORKPLACE - OTHER",4
"2020-09-22","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",8
"2020-09-22","5 Recreational","OTHER RECREATION",1
"2020-09-22","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-09-22","5 Recreational","RECREATIONAL FITNESS",1
"2020-09-23","1 Congregate Care","HOSPITAL",2
"2020-09-23","1 Congregate Care","LONG-TERM CARE HOME",13
"2020-09-23","1 Congregate Care","RETIREMENT HOME",1
"2020-09-23","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-09-23","3 Education","CHILD CARE",2
"2020-09-23","3 Education","SCHOOL - ELEMENTARY",4
"2020-09-23","3 Education","SCHOOL - SECONDARY",1
"2020-09-23","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-09-23","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-09-23","4 Workplace","WORKPLACE - OTHER",4
"2020-09-23","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",9
"2020-09-23","5 Recreational","OTHER RECREATION",1
"2020-09-23","5 Recreational","RECREATIONAL FITNESS",6
"2020-09-24","1 Congregate Care","HOSPITAL",6
"2020-09-24","1 Congregate Care","LONG-TERM CARE HOME",6
"2020-09-24","1 Congregate Care","RETIREMENT HOME",4
"2020-09-24","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-09-24","2 Congregate Living","SHELTER",1
"2020-09-24","3 Education","CHILD CARE",4
"2020-09-24","3 Education","SCHOOL - ELEMENTARY",3
"2020-09-24","3 Education","SCHOOL - POST-SECONDARY",2
"2020-09-24","3 Education","SCHOOL - SECONDARY",3
"2020-09-24","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-09-24","4 Workplace","WORKPLACE - OTHER",6
"2020-09-24","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",9
"2020-09-24","5 Recreational","OTHER RECREATION",6
"2020-09-24","5 Recreational","RECREATIONAL FITNESS",2
"2020-09-25","1 Congregate Care","HOSPITAL",6
"2020-09-25","1 Congregate Care","LONG-TERM CARE HOME",11
"2020-09-25","1 Congregate Care","RETIREMENT HOME",7
"2020-09-25","2 Congregate Living","CONGREGATE OTHER",1
"2020-09-25","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-09-25","2 Congregate Living","SHELTER",3
"2020-09-25","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-09-25","3 Education","CHILD CARE",2
"2020-09-25","3 Education","SCHOOL - ELEMENTARY",2
"2020-09-25","3 Education","SCHOOL - SECONDARY",1
"2020-09-25","4 Workplace","RETAIL",3
"2020-09-25","4 Workplace","WORKPLACE - OTHER",6
"2020-09-25","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",13
"2020-09-25","5 Recreational","RECREATIONAL FITNESS",1
"2020-09-26","1 Congregate Care","HOSPITAL",9
"2020-09-26","1 Congregate Care","LONG-TERM CARE HOME",23
"2020-09-26","1 Congregate Care","RETIREMENT HOME",5
"2020-09-26","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-09-26","3 Education","CHILD CARE",1
"2020-09-26","3 Education","SCHOOL - ELEMENTARY",2
"2020-09-26","4 Workplace","WORKPLACE - OTHER",12
"2020-09-26","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-09-26","5 Recreational","OTHER RECREATION",4
"2020-09-26","5 Recreational","RECREATIONAL FITNESS",3
"2020-09-27","1 Congregate Care","HOSPITAL",11
"2020-09-27","1 Congregate Care","LONG-TERM CARE HOME",20
"2020-09-27","1 Congregate Care","RETIREMENT HOME",1
"2020-09-27","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2020-09-27","3 Education","CHILD CARE",3
"2020-09-27","3 Education","SCHOOL - ELEMENTARY",7
"2020-09-27","4 Workplace","RETAIL",1
"2020-09-27","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-09-27","4 Workplace","WORKPLACE - OTHER",6
"2020-09-27","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",8
"2020-09-27","5 Recreational","OTHER RECREATION",2
"2020-09-28","1 Congregate Care","HOSPITAL",9
"2020-09-28","1 Congregate Care","LONG-TERM CARE HOME",9
"2020-09-28","1 Congregate Care","RETIREMENT HOME",4
"2020-09-28","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-09-28","3 Education","CHILD CARE",3
"2020-09-28","3 Education","SCHOOL - ELEMENTARY",7
"2020-09-28","3 Education","SCHOOL - SECONDARY",1
"2020-09-28","4 Workplace","RETAIL",1
"2020-09-28","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2020-09-28","4 Workplace","WORKPLACE - OTHER",7
"2020-09-28","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-09-28","5 Recreational","OTHER RECREATION",4
"2020-09-28","5 Recreational","RECREATIONAL FITNESS",1
"2020-09-29","1 Congregate Care","HOSPITAL",10
"2020-09-29","1 Congregate Care","LONG-TERM CARE HOME",20
"2020-09-29","1 Congregate Care","RETIREMENT HOME",5
"2020-09-29","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-09-29","3 Education","CHILD CARE",4
"2020-09-29","3 Education","SCHOOL - ELEMENTARY",8
"2020-09-29","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-09-29","4 Workplace","RETAIL",1
"2020-09-29","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-09-29","4 Workplace","WORKPLACE - OTHER",11
"2020-09-29","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",10
"2020-09-29","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-09-29","5 Recreational","RECREATIONAL FITNESS",1
"2020-09-30","1 Congregate Care","HOSPITAL",10
"2020-09-30","1 Congregate Care","LONG-TERM CARE HOME",21
"2020-09-30","1 Congregate Care","RETIREMENT HOME",8
"2020-09-30","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2020-09-30","2 Congregate Living","SHELTER",1
"2020-09-30","3 Education","CHILD CARE",4
"2020-09-30","3 Education","SCHOOL - ELEMENTARY",6
"2020-09-30","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-09-30","3 Education","SCHOOL - SECONDARY",1
"2020-09-30","4 Workplace","RETAIL",1
"2020-09-30","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-09-30","4 Workplace","WORKPLACE - OTHER",1
"2020-09-30","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",7
"2020-09-30","5 Recreational","RECREATIONAL FITNESS",2
"2020-10-01","1 Congregate Care","HOSPITAL",11
"2020-10-01","1 Congregate Care","LONG-TERM CARE HOME",37
"2020-10-01","1 Congregate Care","RETIREMENT HOME",5
"2020-10-01","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-10-01","2 Congregate Living","SHELTER",2
"2020-10-01","3 Education","CHILD CARE",3
"2020-10-01","3 Education","SCHOOL - ELEMENTARY",7
"2020-10-01","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-01","4 Workplace","RETAIL",2
"2020-10-01","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-01","4 Workplace","WORKPLACE - OTHER",3
"2020-10-01","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-01","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-10-01","5 Recreational","RECREATIONAL FITNESS",2
"2020-10-02","1 Congregate Care","HOSPITAL",15
"2020-10-02","1 Congregate Care","LONG-TERM CARE HOME",26
"2020-10-02","1 Congregate Care","RETIREMENT HOME",11
"2020-10-02","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",8
"2020-10-02","3 Education","CHILD CARE",5
"2020-10-02","3 Education","SCHOOL - ELEMENTARY",8
"2020-10-02","3 Education","SCHOOL - SECONDARY",2
"2020-10-02","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-02","4 Workplace","RETAIL",1
"2020-10-02","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-10-02","4 Workplace","WORKPLACE - OTHER",3
"2020-10-02","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-02","5 Recreational","OTHER RECREATION",1
"2020-10-03","1 Congregate Care","HOSPITAL",8
"2020-10-03","1 Congregate Care","LONG-TERM CARE HOME",7
"2020-10-03","1 Congregate Care","RETIREMENT HOME",15
"2020-10-03","2 Congregate Living","CONGREGATE OTHER",1
"2020-10-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-10-03","3 Education","CHILD CARE",4
"2020-10-03","3 Education","SCHOOL - ELEMENTARY",5
"2020-10-03","3 Education","SCHOOL - SECONDARY",1
"2020-10-03","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-03","4 Workplace","WORKPLACE - OTHER",4
"2020-10-03","5 Recreational","OTHER RECREATION",2
"2020-10-03","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-10-03","5 Recreational","RECREATIONAL FITNESS",3
"2020-10-04","1 Congregate Care","HOSPITAL",1
"2020-10-04","1 Congregate Care","LONG-TERM CARE HOME",29
"2020-10-04","1 Congregate Care","RETIREMENT HOME",13
"2020-10-04","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-10-04","3 Education","CHILD CARE",4
"2020-10-04","3 Education","SCHOOL - ELEMENTARY",13
"2020-10-04","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-04","3 Education","SCHOOL - SECONDARY",4
"2020-10-04","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-10-04","4 Workplace","WORKPLACE - FARM",1
"2020-10-04","4 Workplace","WORKPLACE - OTHER",2
"2020-10-04","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-10-04","5 Recreational","RECREATIONAL FITNESS",5
"2020-10-05","1 Congregate Care","HOSPITAL",6
"2020-10-05","1 Congregate Care","LONG-TERM CARE HOME",38
"2020-10-05","1 Congregate Care","RETIREMENT HOME",7
"2020-10-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-10-05","3 Education","CHILD CARE",2
"2020-10-05","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-05","3 Education","SCHOOL - SECONDARY",1
"2020-10-05","4 Workplace","RETAIL",2
"2020-10-05","4 Workplace","WORKPLACE - FARM",11
"2020-10-05","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-05","4 Workplace","WORKPLACE - OTHER",1
"2020-10-05","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-10-05","5 Recreational","RECREATIONAL FITNESS",7
"2020-10-06","1 Congregate Care","HOSPITAL",4
"2020-10-06","1 Congregate Care","LONG-TERM CARE HOME",15
"2020-10-06","1 Congregate Care","RETIREMENT HOME",5
"2020-10-06","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-10-06","3 Education","CHILD CARE",7
"2020-10-06","3 Education","SCHOOL - ELEMENTARY",11
"2020-10-06","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-06","3 Education","SCHOOL - POST-SECONDARY",1
"2020-10-06","3 Education","SCHOOL - SECONDARY",3
"2020-10-06","4 Workplace","WORKPLACE - OTHER",10
"2020-10-06","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-06","5 Recreational","OTHER RECREATION",1
"2020-10-06","5 Recreational","RECREATIONAL FITNESS",3
"2020-10-07","1 Congregate Care","HOSPITAL",5
"2020-10-07","1 Congregate Care","LONG-TERM CARE HOME",30
"2020-10-07","1 Congregate Care","RETIREMENT HOME",23
"2020-10-07","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-10-07","2 Congregate Living","SHELTER",1
"2020-10-07","3 Education","CHILD CARE",7
"2020-10-07","3 Education","SCHOOL - ELEMENTARY",12
"2020-10-07","3 Education","SCHOOL - SECONDARY",3
"2020-10-07","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-10-07","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-07","4 Workplace","WORKPLACE - OTHER",4
"2020-10-07","5 Recreational","RECREATIONAL FITNESS",14
"2020-10-08","1 Congregate Care","HOSPITAL",2
"2020-10-08","1 Congregate Care","LONG-TERM CARE HOME",20
"2020-10-08","1 Congregate Care","RETIREMENT HOME",19
"2020-10-08","2 Congregate Living","CONGREGATE OTHER",1
"2020-10-08","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-10-08","3 Education","CHILD CARE",5
"2020-10-08","3 Education","SCHOOL - ELEMENTARY",8
"2020-10-08","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-08","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-10-08","4 Workplace","RETAIL",1
"2020-10-08","4 Workplace","WORKPLACE - FARM",6
"2020-10-08","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-08","4 Workplace","WORKPLACE - OTHER",6
"2020-10-08","5 Recreational","OTHER RECREATION",1
"2020-10-08","5 Recreational","RECREATIONAL FITNESS",16
"2020-10-09","1 Congregate Care","HOSPITAL",4
"2020-10-09","1 Congregate Care","LONG-TERM CARE HOME",28
"2020-10-09","1 Congregate Care","RETIREMENT HOME",18
"2020-10-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2020-10-09","2 Congregate Living","SHELTER",1
"2020-10-09","3 Education","CHILD CARE",2
"2020-10-09","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-09","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-09","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2020-10-09","4 Workplace","WORKPLACE - FARM",1
"2020-10-09","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-10-09","4 Workplace","WORKPLACE - OTHER",8
"2020-10-09","5 Recreational","RECREATIONAL FITNESS",28
"2020-10-10","1 Congregate Care","LONG-TERM CARE HOME",19
"2020-10-10","1 Congregate Care","RETIREMENT HOME",4
"2020-10-10","2 Congregate Living","CONGREGATE OTHER",1
"2020-10-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-10-10","3 Education","CHILD CARE",2
"2020-10-10","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-10","4 Workplace","RETAIL",3
"2020-10-10","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-10","4 Workplace","WORKPLACE - OTHER",2
"2020-10-10","5 Recreational","OTHER RECREATION",2
"2020-10-10","5 Recreational","RECREATIONAL FITNESS",20
"2020-10-11","1 Congregate Care","HOSPITAL",5
"2020-10-11","1 Congregate Care","LONG-TERM CARE HOME",21
"2020-10-11","1 Congregate Care","RETIREMENT HOME",12
"2020-10-11","2 Congregate Living","CONGREGATE OTHER",4
"2020-10-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-10-11","2 Congregate Living","SHELTER",1
"2020-10-11","3 Education","CHILD CARE",4
"2020-10-11","3 Education","SCHOOL - ELEMENTARY",7
"2020-10-11","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-11","3 Education","SCHOOL - SECONDARY",2
"2020-10-11","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-11","4 Workplace","WORKPLACE - OTHER",9
"2020-10-11","5 Recreational","OTHER RECREATION",5
"2020-10-11","5 Recreational","RECREATIONAL FITNESS",14
"2020-10-12","1 Congregate Care","HOSPITAL",2
"2020-10-12","1 Congregate Care","LONG-TERM CARE HOME",15
"2020-10-12","1 Congregate Care","RETIREMENT HOME",10
"2020-10-12","2 Congregate Living","CONGREGATE OTHER",2
"2020-10-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-10-12","2 Congregate Living","SHELTER",1
"2020-10-12","3 Education","SCHOOL - ELEMENTARY",6
"2020-10-12","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-12","3 Education","SCHOOL - SECONDARY",1
"2020-10-12","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-12","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-10-12","4 Workplace","WORKPLACE - OTHER",8
"2020-10-12","5 Recreational","OTHER RECREATION",1
"2020-10-12","5 Recreational","RECREATIONAL FITNESS",12
"2020-10-13","1 Congregate Care","HOSPITAL",6
"2020-10-13","1 Congregate Care","LONG-TERM CARE HOME",38
"2020-10-13","1 Congregate Care","RETIREMENT HOME",15
"2020-10-13","2 Congregate Living","CONGREGATE OTHER",3
"2020-10-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-10-13","2 Congregate Living","SHELTER",1
"2020-10-13","3 Education","CHILD CARE",2
"2020-10-13","3 Education","SCHOOL - ELEMENTARY",7
"2020-10-13","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-10-13","3 Education","SCHOOL - SECONDARY",3
"2020-10-13","4 Workplace","RETAIL",1
"2020-10-13","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-10-13","4 Workplace","WORKPLACE - OTHER",7
"2020-10-13","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2020-10-13","5 Recreational","OTHER RECREATION",1
"2020-10-13","5 Recreational","RECREATIONAL FITNESS",12
"2020-10-14","1 Congregate Care","HOSPITAL",7
"2020-10-14","1 Congregate Care","LONG-TERM CARE HOME",23
"2020-10-14","1 Congregate Care","RETIREMENT HOME",6
"2020-10-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",10
"2020-10-14","3 Education","CHILD CARE",2
"2020-10-14","3 Education","SCHOOL - ELEMENTARY",6
"2020-10-14","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-14","3 Education","SCHOOL - SECONDARY",2
"2020-10-14","4 Workplace","WORKPLACE - FARM",1
"2020-10-14","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-14","4 Workplace","WORKPLACE - OTHER",12
"2020-10-14","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-14","5 Recreational","RECREATIONAL FITNESS",8
"2020-10-15","1 Congregate Care","HOSPITAL",6
"2020-10-15","1 Congregate Care","LONG-TERM CARE HOME",33
"2020-10-15","1 Congregate Care","RETIREMENT HOME",7
"2020-10-15","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",9
"2020-10-15","3 Education","CHILD CARE",4
"2020-10-15","3 Education","SCHOOL - ELEMENTARY",3
"2020-10-15","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-15","3 Education","SCHOOL - SECONDARY",2
"2020-10-15","4 Workplace","WORKPLACE - FARM",1
"2020-10-15","4 Workplace","WORKPLACE - OTHER",9
"2020-10-15","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-15","5 Recreational","OTHER RECREATION",1
"2020-10-15","5 Recreational","RECREATIONAL FITNESS",5
"2020-10-16","1 Congregate Care","HOSPITAL",2
"2020-10-16","1 Congregate Care","LONG-TERM CARE HOME",56
"2020-10-16","1 Congregate Care","RETIREMENT HOME",10
"2020-10-16","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",20
"2020-10-16","2 Congregate Living","SHELTER",1
"2020-10-16","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-10-16","3 Education","CHILD CARE",4
"2020-10-16","3 Education","SCHOOL - ELEMENTARY",10
"2020-10-16","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-16","3 Education","SCHOOL - POST-SECONDARY",1
"2020-10-16","3 Education","SCHOOL - SECONDARY",2
"2020-10-16","4 Workplace","WORKPLACE - FARM",1
"2020-10-16","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-16","4 Workplace","WORKPLACE - OTHER",11
"2020-10-16","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2020-10-16","5 Recreational","OTHER RECREATION",3
"2020-10-16","5 Recreational","RECREATIONAL FITNESS",4
"2020-10-17","1 Congregate Care","HOSPITAL",1
"2020-10-17","1 Congregate Care","LONG-TERM CARE HOME",47
"2020-10-17","1 Congregate Care","RETIREMENT HOME",10
"2020-10-17","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-10-17","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",19
"2020-10-17","2 Congregate Living","SHELTER",1
"2020-10-17","3 Education","CHILD CARE",8
"2020-10-17","3 Education","SCHOOL - ELEMENTARY",9
"2020-10-17","3 Education","SCHOOL - SECONDARY",1
"2020-10-17","4 Workplace","WORKPLACE - FARM",1
"2020-10-17","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-10-17","4 Workplace","WORKPLACE - OTHER",13
"2020-10-17","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-17","5 Recreational","OTHER RECREATION",1
"2020-10-17","5 Recreational","RECREATIONAL FITNESS",1
"2020-10-18","1 Congregate Care","HOSPITAL",4
"2020-10-18","1 Congregate Care","LONG-TERM CARE HOME",33
"2020-10-18","1 Congregate Care","RETIREMENT HOME",11
"2020-10-18","2 Congregate Living","CONGREGATE OTHER",1
"2020-10-18","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2020-10-18","3 Education","CHILD CARE",4
"2020-10-18","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-18","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-18","3 Education","SCHOOL - POST-SECONDARY",1
"2020-10-18","3 Education","SCHOOL - SECONDARY",2
"2020-10-18","4 Workplace","RETAIL",3
"2020-10-18","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-18","4 Workplace","WORKPLACE - OTHER",14
"2020-10-18","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-18","5 Recreational","OTHER RECREATION",6
"2020-10-18","5 Recreational","RECREATIONAL FITNESS",2
"2020-10-19","1 Congregate Care","HOSPITAL",1
"2020-10-19","1 Congregate Care","LONG-TERM CARE HOME",27
"2020-10-19","1 Congregate Care","RETIREMENT HOME",10
"2020-10-19","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2020-10-19","3 Education","CHILD CARE",1
"2020-10-19","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-19","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-10-19","3 Education","SCHOOL - SECONDARY",1
"2020-10-19","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-19","4 Workplace","RETAIL",1
"2020-10-19","4 Workplace","WORKPLACE - FARM",1
"2020-10-19","4 Workplace","WORKPLACE - OTHER",9
"2020-10-19","5 Recreational","OTHER RECREATION",5
"2020-10-19","5 Recreational","RECREATIONAL FITNESS",1
"2020-10-20","1 Congregate Care","HOSPITAL",8
"2020-10-20","1 Congregate Care","LONG-TERM CARE HOME",18
"2020-10-20","1 Congregate Care","RETIREMENT HOME",7
"2020-10-20","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",8
"2020-10-20","3 Education","CHILD CARE",2
"2020-10-20","3 Education","SCHOOL - ELEMENTARY",1
"2020-10-20","3 Education","SCHOOL - SECONDARY",4
"2020-10-20","4 Workplace","RETAIL",3
"2020-10-20","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-20","4 Workplace","WORKPLACE - OTHER",8
"2020-10-20","5 Recreational","OTHER RECREATION",5
"2020-10-20","5 Recreational","RECREATIONAL FITNESS",4
"2020-10-21","1 Congregate Care","HOSPITAL",10
"2020-10-21","1 Congregate Care","LONG-TERM CARE HOME",41
"2020-10-21","1 Congregate Care","RETIREMENT HOME",10
"2020-10-21","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",8
"2020-10-21","3 Education","CHILD CARE",1
"2020-10-21","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-21","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-21","4 Workplace","WORKPLACE - OTHER",11
"2020-10-21","5 Recreational","OTHER RECREATION",5
"2020-10-21","5 Recreational","RECREATIONAL FITNESS",1
"2020-10-22","1 Congregate Care","HOSPITAL",11
"2020-10-22","1 Congregate Care","LONG-TERM CARE HOME",97
"2020-10-22","1 Congregate Care","RETIREMENT HOME",18
"2020-10-22","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-10-22","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",8
"2020-10-22","3 Education","CHILD CARE",1
"2020-10-22","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-22","3 Education","SCHOOL - ELEMENTARY/SECONDARY",4
"2020-10-22","3 Education","SCHOOL - SECONDARY",2
"2020-10-22","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-22","4 Workplace","RETAIL",1
"2020-10-22","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-22","4 Workplace","WORKPLACE - OTHER",13
"2020-10-22","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-22","5 Recreational","OTHER RECREATION",10
"2020-10-22","5 Recreational","RECREATIONAL FITNESS",2
"2020-10-23","1 Congregate Care","HOSPITAL",6
"2020-10-23","1 Congregate Care","LONG-TERM CARE HOME",87
"2020-10-23","1 Congregate Care","RETIREMENT HOME",11
"2020-10-23","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-10-23","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",9
"2020-10-23","2 Congregate Living","SHELTER",4
"2020-10-23","3 Education","SCHOOL - ELEMENTARY",6
"2020-10-23","3 Education","SCHOOL - SECONDARY",2
"2020-10-23","4 Workplace","RETAIL",3
"2020-10-23","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-23","4 Workplace","WORKPLACE - OTHER",16
"2020-10-23","5 Recreational","OTHER RECREATION",11
"2020-10-23","5 Recreational","RECREATIONAL FITNESS",1
"2020-10-24","1 Congregate Care","HOSPITAL",10
"2020-10-24","1 Congregate Care","LONG-TERM CARE HOME",55
"2020-10-24","1 Congregate Care","RETIREMENT HOME",17
"2020-10-24","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-10-24","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-10-24","2 Congregate Living","SHELTER",1
"2020-10-24","3 Education","CHILD CARE",1
"2020-10-24","3 Education","SCHOOL - ELEMENTARY",7
"2020-10-24","3 Education","SCHOOL - SECONDARY",7
"2020-10-24","4 Workplace","RETAIL",2
"2020-10-24","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-24","4 Workplace","WORKPLACE - OTHER",21
"2020-10-24","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-10-24","5 Recreational","OTHER RECREATION",19
"2020-10-25","1 Congregate Care","HOSPITAL",17
